Locus_tag;Old_locus_tag;Gene_name;Gene_product;Old_gene_product;Protein_ID;Old_protein_ID
EDL933_RS20960;Z4402;NA;oxidoreductase;hypothetical protein;WP_000599935.1;AIG70420.1
EDL933_RS20970;NA;NA;hypothetical protein;NA;WP_001303666.1;NA
EDL933_RS20980;Z4405;NA;bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase;ADP-heptose synthase;WP_000869160.1;AIG70422.1
EDL933_RS20995;NA;NA;hypothetical protein;hypothetical protein;WP_001298386.1;AIG70425.1
EDL933_RS21090;NA;NA;putrescine aminotransferase;Putrescine aminotransferase;WP_001297164.1;AIG70445.1
EDL933_RS21105;NA;NA;beta-galactosidase subunit alpha;Evolved beta-D-galactosidase, alpha subunit;WP_001082875.1;AIG70448.1
EDL933_RS21240;NA;NA;glutathione-dependent reductase;Glutathione S-transferase, omega;WP_000531208.1;AIG70475.1
EDL933_RS21270;Z4462;NA;membrane protein;Inner membrane protein;WP_000460512.1;AIG70481.1
EDL933_RS21280;Z4464;NA;L-serine dehydratase;L-serine dehydratase;WP_000622104.1;AIG70483.1
EDL933_RS21330;NA;NA;glycerate kinase;Glycerate kinase;WP_001301934.1;AIG70493.1
EDL933_RS21335;NA;NA;2-hydroxy-3-oxopropionate reductase;2-hydroxy-3-oxopropionate reductase;WP_001303675.1;AIG70494.1
EDL933_RS21355;NA;NA;hypothetical protein;NA;WP_001302819.1;NA
EDL933_RS21365;NA;NA;DeoR family transcriptional regulator;Transcriptional repressor of aga operon;WP_000072187.1;AIG70501.1
EDL933_RS21375;NA;NA;PTS N-acetylgalactosamine transporter subunit IIB;PTS system, N-acetylgalactosamine-specific IIB component;WP_001301475.1;AIG70503.1
EDL933_RS21380;Z4486;NA;PTS N-acetylgalactosamine transporter subunit IIC;PTS system, N-acetylgalactosamine-specific IIC component;WP_000406214.1;AIG70504.1
EDL933_RS21385;Z4487;NA;PTS N-acetylgalactosamine transporter subunit IID;PTS system, N-acetylgalactosamine-specific IID component;WP_001295548.1;AIG70505.1
EDL933_RS21390;Z4488;NA;PTS N-acetylgalactosamine transporter subunit IIA;PTS system, N-acetylgalactosamine- and galactosamine-specific IIA component;WP_000948824.1;AIG70506.1
EDL933_RS21395;Z4489;NA;N-acetylglucosamine-6-phosphate deacetylase;N-acetylgalactosamine-6-phosphate deacetylase;WP_001301829.1;AIG70507.1
EDL933_RS21430;NA;NA;galactosamine-6-phosphate isomerase;NA;NA;NA
EDL933_RS21450;NA;NA;fimbrial protein;NA;NA;NA
EDL933_RS21455;NA;NA;transposase;Transposase;WP_000165061.1;AIG70518.1
EDL933_RS21460;NA;NA;transposase;Transposase;WP_001302479.1;AIG70519.1
EDL933_RS21465;Z4504;NA;fimbrial protein;fimbrial protein;WP_000638266.1;AIG70520.1
EDL933_RS21550;NA;NA;hypothetical protein;hypothetical protein;WP_001497230.1;AIG70538.1
EDL933_RS21555;NA;NA;DEAD/DEAH box family ATP-dependent RNA helicase;Cold-shock DEAD-box protein A;WP_001301504.1;AIG70539.1
EDL933_RS21630;NA;NA;dihydropteroate synthase;Dihydropteroate synthase;WP_000764731.1;AIG70553.1
EDL933_RS21775;NA;NA;phosphocarrier protein NPr;NA;WP_000216791.1;NA
EDL933_RS21825;NA;NA;N-acetylmannosamine kinase;N-acetylmannosamine kinase;WP_000209030.1;AIG70592.1
EDL933_RS21940;Z4604;NA;DUF3971 domain-containing protein;putative exported protein;WP_001253587.1;AIG70615.1
EDL933_RS21945;NA;NA;ribonuclease E/G;Cytoplasmic axial filament protein CafA and Ribonuclease G;WP_000123197.1;AIG70616.1
EDL933_RS21970;NA;NA;hypothetical protein;NA;WP_001303690.1;NA
EDL933_RS21990;Z4614;NA;hypothetical protein;hypothetical protein;WP_001061197.1;AIG70624.1
EDL933_RS21995;NA;NA;hypothetical protein;NA;WP_001303691.1;NA
EDL933_RS22015;NA;NA;sodium:pantothenate symporter;Pantothenate:Na+ symporter;WP_001175728.1;AIG70628.1
EDL933_RS22035;NA;NA;adenine-specific DNA-methyltransferase;Adenine-specific methyltransferase;WP_001258927.1;AIG70632.1
EDL933_RS22040;NA;NA;transporter;NA;WP_001295275.1;NA
EDL933_RS22055;NA;NA;multidrug efflux RND transporter permease;NA;NA;NA
EDL933_RS22065;NA;NA;hypothetical protein;NA;WP_001323967.1;NA
EDL933_RS22130;NA;NA;hypothetical protein;NA;WP_001070590.1;NA
EDL933_RS22145;NA;NA;ssDNA-binding protein, function unknown;NA;WP_001129722.1;NA
EDL933_RS22185;NA;NA;ribosome-rescue factor A;NA;WP_000092696.1;NA
EDL933_RS22340;NA;NA;hypothetical protein;NA;WP_001303697.1;NA
EDL933_RS22345;NA;NA;prepilin peptidase;NA;WP_000381746.1;NA
EDL933_RS22350;Z4695;NA;bacterioferritin;Bacterioferritin;WP_000675516.1;AIG70688.1
EDL933_RS22415;Z4708;NA;hypothetical protein;Putative cytoplasmic protein, probably associated with Glutathione-regulated potassium-efflux;WP_001007730.1;AIG70701.1
EDL933_RS22455;NA;NA;hypothetical protein;NA;WP_001303699.1;NA
EDL933_RS22540;Z4734m;NA;hypothetical protein;Fructoselysine kinase;WP_000853336.1;AIG70727.1
EDL933_RS22545;NA;NA;fructoselysine kinase;Fructoselysine kinase;WP_000542729.1;AIG70728.1
EDL933_RS22585;NA;NA;shikimate kinase;NA;WP_000818618.1;NA
EDL933_RS22600;NA;NA;hypothetical protein;NA;WP_001055750.1;NA
EDL933_RS22615;NA;NA;carboxypeptidase/penicillin-binding protein 1A;Multimodular transpeptidase-transglycosylase;WP_001301905.1;AIG70743.1
EDL933_RS22650;NA;NA;hypothetical protein;NA;WP_001303701.1;NA
EDL933_RS22735;Z4776;NA;hypothetical protein;hypothetical protein;WP_000801912.1;AIG70769.1
EDL933_RS22740;Z4777;NA;N-acetyltransferase;Acetyltransferase;WP_001301452.1;AIG70770.1
EDL933_RS22745;Z4778;NA;RNA 3'-terminal phosphate cyclase;RNA 3'-terminal phosphate cyclase;WP_000827117.1;AIG70771.1
EDL933_RS22780;Z4787;NA;hypothetical protein;putative membrane protein;WP_001417619.1;AIG70778.1
EDL933_RS22785;Z4788;NA;ABC transporter ATP-binding protein;hypothetical protein;WP_001032214.1;AIG70779.1
EDL933_RS22860;NA;NA;gluconokinase;Gluconokinase;WP_000108330.1;AIG70792.1
EDL933_RS22890;Z4810;NA;hypothetical protein;hypothetical protein;WP_001302024.1;AIG70798.1
EDL933_RS22895;NA;NA;hypothetical protein;NA;WP_000645170.1;NA
EDL933_RS22935;Z4823;NA;membrane protein;putative membrane protein;WP_000558842.1;AIG70807.1
EDL933_RS22970;Z4832;NA;N-acetyltransferase;Acetyltransferase;WP_000342450.1;AIG70816.1
EDL933_RS22975;Z4833;NA;hypothetical protein;hypothetical protein;WP_001277108.1;AIG70817.1
EDL933_RS23045;NA;NA;MFS transporter;Transporter, putative;WP_001412007.1;AIG70831.1
EDL933_RS23055;Z4849;NA;hypothetical protein;hypothetical protein;WP_001216770.1;AIG70833.1
EDL933_RS23060;Z4850;NA;O-methyltransferase;SAM-dependent methyltransferase;WP_000273200.1;AIG70834.1
EDL933_RS23065;Z4851;NA;hypothetical protein;3-oxoacyl-[ACP] synthase;WP_001301843.1;AIG70835.1
EDL933_RS23070;Z4852;NA;1-acyl-sn-glycerol-3-phosphate acyltransferase;1-acyl-sn-glycerol-3-phosphate acyltransferase;WP_001302735.1;AIG70836.1
EDL933_RS23075;Z4853;NA;acyl carrier protein;Acyl carrier protein (ACP1);WP_001148684.1;AIG70837.1
EDL933_RS23080;Z4854;NA;acyl carrier protein;Acyl carrier protein (ACP2);WP_000139648.1;AIG70838.1
EDL933_RS23085;Z4855;NA;hypothetical protein;hypothetical protein;WP_000014370.1;AIG70839.1
EDL933_RS23090;Z4856;NA;AMP-dependent synthetase;Acyl-CoA synthetase, AMP-(fatty) acid ligase;WP_000815059.1;AIG70840.1
EDL933_RS23095;Z4857;NA;hydroxymyristoyl-ACP dehydratase;(3R)-hydroxymyristoyl-[ACP] dehydratase;WP_001301597.1;AIG70841.1
EDL933_RS23100;Z4858;NA;acyltransferase;Glycosyl transferase;WP_000115645.1;AIG70842.1
EDL933_RS23105;Z4859;NA;hypothetical protein;4-hydroxybenzoyl-CoA thioesterase domain protein;WP_000930891.1;AIG70843.1
EDL933_RS23110;Z4860;NA;membrane protein;Putative transmembrane protein;WP_000670562.1;AIG70844.1
EDL933_RS23115;Z4861;NA;membrane protein;membrane protein, exporter;WP_000180194.1;AIG70845.1
EDL933_RS23120;Z4862;NA;lipoprotein;hypothetical protein;WP_000597700.1;AIG70846.1
EDL933_RS23130;Z4864;NA;3-hydroxy-fatty acyl-ACP dehydratase;3-hydroxydecanoyl-[ACP] dehydratase;WP_000020246.1;AIG70848.1
EDL933_RS23135;Z4865;NA;3-ketoacyl-ACP reductase;3-oxoacyl-[ACP] reductase;WP_000091664.1;AIG70849.1
EDL933_RS23140;Z4866;NA;beta-ketoacyl-ACP synthase II;3-oxoacyl-[ACP] synthase;WP_000198472.1;AIG70850.1
EDL933_RS23145;Z4867;NA;4'-phosphopantetheinyl transferase;4'-phosphopantetheinyl transferase;WP_000285784.1;AIG70851.1
EDL933_RS23180;Z4874;NA;GntR family transcriptional regulator;Putative transcriptional regulator of unknown carbohydrate utilization cluster, GntR family;WP_001301676.1;AIG70858.1
EDL933_RS23185;Z4875;NA;PTS sugar transporter subunit IIA;Putative carbohydrate PTS system, IIA component;WP_001161553.1;AIG70859.1
EDL933_RS23190;Z4876;NA;PTS sugar transporter subunit IIB;Putative carbohydrate PTS system, IIB component;WP_000084025.1;AIG70860.1
EDL933_RS23195;Z4877;NA;PTS galactitol transporter subunit IIC;Putative carbohydrate PTS system, IIC component;WP_001302220.1;AIG70861.1
EDL933_RS23200;Z4878;NA;carbohydrate kinase;Putative carbohydrate kinase in cluster with fructose-bisphosphate aldolase;WP_001301773.1;AIG70862.1
EDL933_RS23210;Z4881;NA;fructose-bisphosphate aldolase;Fructose-bisphosphate aldolase;WP_001131788.1;AIG70864.1
EDL933_RS23215;Z4882;NA;DNA repair protein HhH-GPD;hypothetical protein;WP_000593555.1;AIG70865.1
EDL933_RS23220;NA;NA;hexulose-6-phosphate synthase;NA;WP_001259386.1;NA
EDL933_RS23245;Z4888;NA;hypothetical protein;hypothetical protein;WP_000862346.1;AIG70871.1
EDL933_RS23250;NA;NA;hypothetical protein;NA;NA;NA
EDL933_RS23255;NA;NA;hypothetical protein;NA;WP_069191173.1;NA
EDL933_RS23315;NA;NA;hypothetical protein;hypothetical protein;WP_001302246.1;AIG70884.1
EDL933_RS23320;NA;NA;hypothetical protein;hypothetical protein;WP_001302232.1;AIG70885.1
EDL933_RS23340;Z4907;NA;hypothetical protein;hypothetical protein;WP_001303709.1;AIG70889.1
EDL933_RS23365;Z4912;NA;hypothetical protein;hypothetical protein;WP_001301973.1;AIG70896.1
EDL933_RS23425;NA;NA;hypothetical protein;NA;WP_001205329.1;NA
EDL933_RS23525;NA;NA;hypothetical protein;Cellulose synthase operon protein C;WP_001304032.1;AIG70930.1
EDL933_RS23575;Z4955;NA;hypothetical protein;hypothetical protein;WP_001046950.1;AIG70938.1
EDL933_RS23580;NA;NA;hypothetical protein;hypothetical protein;WP_001299525.1;AIG70939.1
EDL933_RS23610;NA;NA;hypothetical protein;hypothetical protein;WP_001299527.1;AIG70945.1
EDL933_RS23630;NA;NA;phosphoethanolamine transferase;Phosphoethanolamine transferase specific for the outer Kdo residue of lipopolysaccharide;WP_001269211.1;AIG70948.1
EDL933_RS23645;NA;NA;fimbrial assembly protein;NA;NA;NA
EDL933_RS23690;NA;NA;bifunctional glyoxylate/hydroxypyruvate reductase B;2-ketoaldonate reductase, broad specificity;WP_000805027.1;AIG70959.1
EDL933_RS23710;Z4982;NA;Hok/Gef family protein;putative membrane permeability altering protein;WP_001135738.1;AIG70963.1
EDL933_RS23725;Z4985;NA;membrane protein;putative lipoprotein YsaB precursor;WP_000980160.1;AIG70966.1
EDL933_RS23775;NA;NA;hypothetical protein;NA;WP_001301527.1;NA
EDL933_RS23800;Z5000;NA;AraC family transcriptional regulator;Putative regulatory protein;WP_000891843.1;AIG70980.1
EDL933_RS23805;Z5001;NA;permease;Putative permease;WP_000204825.1;AIG70981.1
EDL933_RS23810;Z5002;NA;hypothetical protein;Putative glycosyl hydrolase of unknown function (DUF1680);WP_001026882.1;AIG70982.1
EDL933_RS23845;Z5009;NA;hypothetical protein;hypothetical protein;WP_000985752.1;AIG70989.1
EDL933_RS23880;NA;NA;hypothetical protein;NA;NA;NA
EDL933_RS23890;NA;NA;hypothetical protein;NA;WP_000479626.1;NA
EDL933_RS23910;NA;NA;hypothetical protein;Putative cytoplasmic protein;WP_000517100.1;AIG71004.1
EDL933_RS23925;Z5029;NA;adhesin;hypothetical protein;WP_001033191.1;AIG71007.1
EDL933_RS24125;NA;NA;DNA damage-inducible protein D;DNA-damage-inducible protein D;WP_001002036.1;AIG71048.1
EDL933_RS24165;Z5079;NA;hypothetical protein;putative cytoplasmic protein;WP_000747329.1;AIG71057.1
EDL933_RS24205;Z5088;NA;transposase;Transposase;WP_001036696.1;AIG71064.1
EDL933_RS24210;NA;NA;hypothetical protein;NA;WP_001303721.1;NA
EDL933_RS24215;Z5089;NA;transposase;Transposase;WP_000336967.1;AIG71066.1
EDL933_RS24230;Z5092;NA;hypothetical protein;hypothetical protein;WP_001303722.1;AIG71069.1
EDL933_RS24235;Z5093;NA;hypothetical protein;hypothetical protein;WP_000202940.1;AIG71070.1
EDL933_RS24250;NA;NA;transposase;NA;WP_001171554.1;NA
EDL933_RS24255;NA;NA;transposase;Transposase;WP_000612591.1;AIG71074.1
EDL933_RS24260;NA;NA;transposase;Transposase;WP_000998048.1;AIG71075.1
EDL933_RS24320;Z5111;NA;tir chaperone;Tir chaperone;WP_000098793.1;AIG71089.1
EDL933_RS24330;NA;NA;hypothetical protein;NA;WP_000492638.1;NA
EDL933_RS24340;Z5115;NA;hypothetical protein;hypothetical protein;WP_001302249.1;AIG71095.1
EDL933_RS24350;NA;NA;hypothetical protein;NA;WP_001303723.1;NA
EDL933_RS24380;NA;NA;EscI/YscI/HrpB family type III secretion system inner rod protein;NA;WP_001302733.1;NA
EDL933_RS24405;NA;NA;hypothetical protein;NA;WP_000444180.1;NA
EDL933_RS24455;Z5139;NA;EscE/YscE/SsaE family type III secretion system needle protein co-chaperone;hypothetical protein;WP_000628731.1;AIG71115.1
EDL933_RS24475;NA;NA;hypothetical protein;hypothetical protein;WP_001198043.1;AIG71119.1
EDL933_RS24495;NA;NA;hypothetical protein;NA;NA;NA
EDL933_RS24500;Z5148;NA;hypothetical protein;putative secreted protein;WP_001302207.1;AIG71123.1
EDL933_RS24520;Z5151;NA;transcriptional regulator;Putative DNA-binding protein;WP_000125646.1;AIG71126.1
EDL933_RS24560;Z5160;NA;hypothetical protein;hypothetical protein;WP_001089794.1;AIG71135.1
EDL933_RS24565;NA;NA;hypothetical protein;NA;WP_000879606.1;NA
EDL933_RS24570;Z5162;NA;hypothetical protein;hypothetical protein;WP_000229982.1;AIG71136.1
EDL933_RS24575;Z5163;NA;hypothetical protein;hypothetical protein;WP_001284804.1;AIG71137.1
EDL933_RS24590;NA;NA;ilvB operon leader peptide;NA;WP_010904951.1;NA
EDL933_RS24595;NA;NA;hypothetical protein;NA;WP_000451423.1;NA
EDL933_RS24600;NA;NA;hypothetical protein;NA;WP_001450379.1;NA
EDL933_RS24650;Z5177;NA;6-phospho-alpha-glucosidase;Maltose-6'-phosphate glucosidase;WP_000160122.1;AIG71149.1
EDL933_RS24655;Z5178;NA;PTS alpha-glucoside transporter subunit IIBC;PTS system, maltose and glucose-specific IIC component;WP_000952127.1;AIG71150.1
EDL933_RS24700;NA;NA;hypothetical protein;Putative replicase;WP_000772953.1;AIG71160.1
EDL933_RS24770;Z5200;NA;toxin;Ankyrin-repeat protein A;NA;AIG71172.1
EDL933_RS24775;NA;NA;tryptophanase leader peptide;NA;WP_001364348.1;NA
EDL933_RS24820;Z5211;NA;hypothetical protein;hypothetical protein;WP_000225947.1;AIG71181.1
EDL933_RS24825;Z5212;NA;hypothetical protein;hypothetical protein;WP_000369315.1;AIG71182.1
EDL933_RS24830;NA;NA;hypothetical protein;NA;WP_000877786.1;NA
EDL933_RS24835;NA;NA;hypothetical protein;hypothetical protein;WP_001301478.1;AIG71184.1
EDL933_RS24840;Z5214;NA;hypothetical protein;hypothetical protein;WP_001304021.1;AIG71185.1
EDL933_RS24845;NA;NA;hypothetical protein;NA;WP_000412703.1;NA
EDL933_RS24850;NA;NA;hypothetical protein;NA;WP_001303733.1;NA
EDL933_RS24880;Z5220;NA;fimbrial protein;Putative fimbrial protein;WP_001301944.1;AIG71192.1
EDL933_RS24885;Z5221;NA;fimbrial protein;Putative fimbrial protein;WP_000722803.1;AIG71193.1
EDL933_RS24895;Z5223;NA;fimbrial chaperone;Putative fimbrial chaperone;WP_001310364.1;AIG71195.1
EDL933_RS24900;Z5224;NA;fimbrial chaperone;putative fimbrial chaperone;WP_001356509.1;AIG71196.1
EDL933_RS24960;NA;NA;ATP synthase I;NA;WP_000116695.1;NA
EDL933_RS25090;NA;NA;IlvGMEDA operon leader peptide;NA;WP_001311244.1;NA
EDL933_RS25135;Z5287;NA;hypothetical protein;hypothetical protein;WP_000996692.1;AIG71236.1
EDL933_RS25160;NA;NA;rho operon leader peptide;NA;WP_001295255.1;NA
EDL933_RS25170;Z5294;NA;hypothetical protein;hypothetical protein;WP_001127070.1;AIG71242.1
EDL933_RS25220;Z5304;NA;TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase;4-alpha-L-fucosyltransferase;WP_000217252.1;AIG71252.1
EDL933_RS25315;NA;NA;diaminopimelate epimerase;Diaminopimelate epimerase;WP_001160654.1;AIG71267.1
EDL933_RS25340;Z5331;NA;acetolactate synthase;hypothetical protein;WP_000751612.1;AIG71272.1
EDL933_RS25345;Z5332;NA;hypothetical protein;hypothetical protein;WP_000951164.1;AIG71273.1
EDL933_RS25350;NA;NA;hypothetical protein;hypothetical protein;WP_000263457.1;AIG71274.1
EDL933_RS25360;Z5334;NA;membrane protein;hypothetical protein;WP_000837557.1;AIG71276.1
EDL933_RS25365;Z5335;NA;hypothetical protein;hypothetical protein;WP_001066403.1;AIG71277.1
EDL933_RS25375;NA;NA;hypothetical protein;NA;WP_000526425.1;NA
EDL933_RS25385;NA;NA;hypothetical protein;putative protein PaaI, possibly involved in aromatic compounds catabolism;WP_001277142.1;AIG71281.1
EDL933_RS25420;NA;NA;EamA-like transporter;NA;WP_001196238.1;NA
EDL933_RS25435;Z5352;NA;carboxymethylenebutenolidase;Putative carboxymethylenebutenolidase;WP_001301462.1;AIG71291.1
EDL933_RS25585;NA;NA;acyltransferase;NA;WP_001300765.1;NA
EDL933_RS25590;NA;NA;hypothetical protein;NA;WP_001301971.1;NA
EDL933_RS25610;NA;NA;coproporphyrinogen III oxidase;Coproporphyrinogen III oxidase, oxygen-independent;WP_000116090.1;AIG71325.1
EDL933_RS25615;NA;NA;hypothetical protein;NA;WP_000893994.1;NA
EDL933_RS25680;Z5415;NA;anion permease;Inner membrane protein;WP_000345437.1;AIG71337.1
EDL933_RS25715;NA;NA;phosphatase;putative haloacid dehalogenase-like hydrolase;WP_001301695.1;AIG71344.1
EDL933_RS25735;Z5428;NA;hypothetical protein;hypothetical protein;WP_000226329.1;AIG71348.1
EDL933_RS25740;Z5429;NA;hypothetical protein;hypothetical protein;WP_001171461.1;AIG71349.1
EDL933_RS25745;NA;NA;hypothetical protein;NA;WP_001313438.1;NA
EDL933_RS25750;NA;NA;hypothetical protein;NA;WP_001303741.1;NA
EDL933_RS25785;NA;NA;formate dehydrogenase-N subunit alpha;NA;WP_000181529.1;NA
EDL933_RS25790;NA;NA;sulfate ABC transporter substrate-binding protein;NA;WP_001198358.1;NA
EDL933_RS25825;Z5444;NA;glycoporin;Putative glycoporin;WP_000749920.1;AIG71365.1
EDL933_RS25850;NA;NA;hypothetical protein;hypothetical protein;WP_000510376.1;AIG71370.1
EDL933_RS25875;NA;NA;hypothetical protein;hypothetical protein;WP_000598332.1;AIG71376.1
EDL933_RS25880;NA;NA;2-keto-3-deoxygluconate permease;2-keto-3-deoxygluconate permease (KDG permease);WP_001166037.1;AIG71377.1
EDL933_RS25885;NA;NA;6-N-hydroxylaminopurine resistance protein;hypothetical protein;WP_001270249.1;AIG71378.1
EDL933_RS25915;NA;NA;hypothetical protein;NA;WP_001301592.1;NA
EDL933_RS25980;Z5474;NA;hypothetical protein;hypothetical protein;WP_001301508.1;AIG71397.1
EDL933_RS25985;Z5475;NA;hypothetical protein;hypothetical protein;WP_001301616.1;AIG71398.1
EDL933_RS26035;Z5489;NA;hypothetical protein;hypothetical protein;WP_000644418.1;AIG71409.1
EDL933_RS26040;NA;NA;transposase;NA;WP_001303743.1;NA
EDL933_RS26045;Z5491;NA;transposase;Transposase;WP_001303744.1;AIG71410.1
EDL933_RS26050;NA;NA;transposase;NA;WP_000259095.1;NA
EDL933_RS26080;NA;NA;hypothetical protein;hypothetical protein;WP_000660586.1;AIG71415.1
EDL933_RS26125;NA;NA;PTS fructose-like transporter subunit EIIC;NA;NA;NA
EDL933_RS26175;NA;NA;acetylglutamate kinase;Acetylglutamate kinase;WP_001295507.1;AIG71434.1
EDL933_RS26190;NA;NA;soluble pyridine nucleotide transhydrogenase;Soluble pyridine nucleotide transhydrogenase;WP_001120807.1;AIG71437.1
EDL933_RS26195;Z5522;NA;peptidase M20;Catalyzes the cleavage of p-aminobenzoyl-glutamate to p-aminobenzoate and glutamate, subunit A;WP_000569560.1;AIG71438.1
EDL933_RS26200;Z5523;NA;MFS transporter;Citrate-proton symporter;WP_000125471.1;AIG71439.1
EDL933_RS26225;NA;NA;glutamate racemase;Glutamate racemase;WP_000201819.1;AIG71444.1
EDL933_RS26265;NA;NA;hypothetical protein;NA;WP_001303748.1;NA
EDL933_RS26480;NA;NA;IclR family transcriptional regulator;Acetate operon repressor;WP_000226403.1;AIG71484.1
EDL933_RS26505;Z5613;NA;L-sorbose 1-phosphate reductase;L-sorbose 1-phosphate reductase;WP_000858545.1;AIG71489.1
EDL933_RS26510;Z5614;NA;PTS mannose transporter subunit IID;PTS system, sorbose-specific IID component;WP_000437885.1;AIG71490.1
EDL933_RS26515;Z5615;NA;PTS mannose/fructose/sorbose transporter subunit IIC;PTS system, sorbose-specific IIC component;WP_000406315.1;AIG71491.1
EDL933_RS26520;Z5616;NA;PTS fructose transporter subunit IIB;PTS system, sorbose-specific IIB component;WP_001027854.1;AIG71492.1
EDL933_RS26525;Z5617;NA;PTS sorbose transporter subunit IIA;PTS system, sorbose-specific IIA component;WP_000245650.1;AIG71493.1
EDL933_RS26530;Z5618;NA;sorbitol-6-phosphate 2-dehydrogenase;Sorbitol-6-phosphate 2-dehydrogenase;WP_001195421.1;AIG71494.1
EDL933_RS26535;Z5619;NA;Cro/Cl family transcriptional regulator;Putative transcriptional regulator of sorbose uptake and utilization genes;WP_001301875.1;AIG71495.1
EDL933_RS26585;NA;NA;hypothetical protein;hypothetical protein;WP_000487766.1;AIG71505.1
